Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min],Machine failure
True,False,313.1,9.1,1404,47.1,6924.95,90,0
False,True,313.0,9.0,1575,34.5,5690.21,92,0
True,False,313.1,9.2,1639,29.0,4977.43,95,0
False,True,313.1,9.2,1473,42.8,6601.99,97,0
True,False,313.2,9.3,1481,40.0,6203.6,100,0
True,False,313.3,9.3,1294,54.6,7398.7,102,0
False,True,313.2,9.3,1630,29.3,5001.31,104,0
False,True,313.2,9.3,1624,39.8,6768.58,107,0
False,True,313.1,9.2,1437,48.3,7268.29,110,0
False,True,313.0,9.2,1514,45.0,7134.56,113,0
False,True,313.1,9.1,1694,31.4,5570.21,116,0
True,False,313.1,9.1,1564,50.9,8336.49,119,0
False,True,313.1,9.2,1514,41.1,6516.23,121,0
False,True,313.2,9.2,1500,40.6,6377.43,124,0
True,False,313.2,9.2,1615,37.8,6392.83,127,0
False,True,313.2,9.1,1586,41.1,6826.12,129,0
True,False,313.3,9.2,1732,28.5,5169.18,132,0
False,False,313.3,9.2,1689,32.5,5748.33,134,0
False,False,313.2,9.1,1586,34.6,5746.56,139,0
True,False,313.2,9.2,1314,47.1,6481.04,144,0
True,False,313.2,9.1,1569,35.8,5882.13,146,0
True,False,313.2,9.1,1468,39.4,6056.91,148,0
True,False,313.2,9.1,1412,47.5,7023.55,150,0
False,True,313.2,9.1,1510,46.9,7416.15,152,0
False,True,313.2,9.1,1410,42.4,6260.57,155,0
False,True,313.3,9.2,1680,29.3,5154.73,158,0
False,False,313.2,9.2,1271,68.6,9130.58,161,1
False,False,313.1,9.1,1472,45.5,7013.71,166,0
False,False,313.0,9.0,1701,30.4,5415.1,171,0
True,False,313.0,9.1,1480,39.9,6183.91,176,0
True,False,313.0,9.1,1433,48.4,7263.07,178,0
True,False,312.9,9.1,1514,34.3,5438.12,180,0
True,False,312.9,9.1,1619,35.7,6052.62,182,0
False,False,312.9,9.1,1378,45.6,6580.25,184,0
False,True,312.9,9.0,1430,53.5,8011.58,189,0
True,False,312.9,9.1,1367,49.9,7143.28,192,0
True,False,312.9,9.0,1526,42.5,6791.6,194,0
True,False,312.8,8.9,1419,47.9,7117.81,196,0
True,False,312.8,8.8,1542,42.7,6895.1,198,0
True,False,312.9,8.9,1363,62.5,8920.81,200,1
True,False,312.9,8.9,1313,53.9,7411.09,202,0
False,False,312.9,8.9,1495,46.6,7295.51,0,0
True,False,313.0,9.0,1407,42.1,6203.04,5,0
True,False,313.0,8.9,1566,37.2,6100.47,7,0
True,False,313.1,9.0,1550,30.9,5015.55,9,0
False,True,313.2,9.0,1396,50.5,7382.53,11,0
False,True,313.3,9.0,1540,39.0,6289.47,14,0
False,True,313.2,9.0,1380,48.7,7037.8,17,0
False,True,313.1,8.9,1608,31.1,5236.91,20,0
False,False,313.0,8.8,1442,40.9,6176.14,23,0
True,False,313.0,8.9,1408,45.3,6679.28,28,0
False,True,313.0,9.0,1454,46.8,7125.89,30,0
True,False,313.1,9.0,1666,34.6,6036.42,33,0
True,False,313.2,9.1,1366,46.6,6666.0,35,0
True,False,313.2,9.0,1464,44.9,6883.61,37,0
True,False,313.3,9.0,1775,24.9,4628.35,39,0
False,True,313.4,9.1,1482,43.8,6797.53,41,0
False,True,313.4,9.2,1411,54.8,8097.22,44,0
True,False,313.3,9.1,1410,51.6,7618.99,47,0
False,True,313.3,9.2,1494,39.0,6101.6,49,0
False,False,313.2,9.1,1590,43.4,7226.29,52,0
True,False,313.1,9.0,1327,54.1,7517.9,57,0
True,False,313.1,9.0,1969,20.8,4288.82,59,0
False,True,313.0,9.0,1377,56.0,8075.15,61,0
True,False,313.0,9.0,1541,45.9,7407.03,64,0
False,True,313.0,9.0,1685,28.2,4975.97,66,0
True,False,313.1,9.1,1465,41.0,6289.99,69,0
False,True,313.1,9.2,1483,47.2,7330.13,71,0
False,True,313.2,9.3,1570,40.7,6691.49,74,0
True,False,313.2,9.3,1345,48.2,6788.88,77,0
False,True,313.2,9.3,1608,40.6,6836.61,79,0
False,True,313.3,9.3,1415,52.8,7823.82,82,0
False,True,313.5,9.4,1470,45.8,7050.36,85,0
False,True,313.5,9.4,1428,39.9,5966.64,88,0
False,False,313.5,9.3,1627,32.2,5486.21,91,0
True,False,313.4,9.2,1457,49.4,7537.29,96,0
True,False,313.4,9.2,1475,40.2,6209.36,98,0
True,False,313.5,9.3,1438,50.1,7544.41,100,0
False,True,313.5,9.3,1437,47.2,7102.76,102,0
False,True,313.4,9.3,1518,42.4,6740.1,105,0
False,True,313.5,9.4,1587,33.6,5583.99,108,0
True,False,313.4,9.3,1399,43.7,6402.18,111,0
True,False,313.5,9.4,1469,44.6,6860.97,113,0
True,False,313.4,9.3,1374,56.6,8143.89,115,0
True,False,313.3,9.3,1519,36.7,5837.84,117,0
True,False,313.2,9.3,1540,44.4,7160.32,119,0
True,False,313.3,9.4,1394,51.6,7532.53,121,0
False,True,313.4,9.4,1389,45.8,6661.87,123,0
False,True,313.5,9.5,1732,26.2,4752.01,126,0
True,False,313.6,9.5,1556,37.4,6094.1,129,0
False,True,313.6,9.5,1441,43.7,6594.38,131,0
True,False,313.6,9.5,1382,46.7,6758.55,134,0
False,True,313.8,9.6,1481,44.9,6963.54,136,0
False,True,313.7,9.5,2113,18.4,4071.42,139,0
True,False,313.8,9.6,1401,53.9,7907.8,142,0
True,False,313.6,9.5,1611,31.4,5297.29,144,0
False,True,313.6,9.4,1512,33.4,5288.43,146,0
True,False,313.6,9.4,1411,46.0,6796.94,149,0
False,True,313.6,9.4,1424,43.7,6516.58,151,0
True,False,313.6,9.4,1469,40.0,6153.33,154,0
False,False,313.5,9.3,1684,29.8,5255.17,156,0
False,True,313.5,9.3,1532,41.3,6625.79,161,0
False,True,313.5,9.3,1557,37.3,6081.71,164,0
False,True,313.5,9.2,1416,48.1,7132.42,167,0
True,False,313.5,9.2,1802,25.4,4793.11,170,0
False,True,313.5,9.2,2245,15.1,3549.95,172,0
True,False,313.4,9.2,1434,42.5,6382.15,175,0
False,True,313.3,9.2,1725,28.3,5112.16,177,0
True,False,313.3,9.1,1668,35.7,6235.81,180,0
True,False,313.3,9.2,1452,43.9,6675.13,182,0
True,False,313.3,9.2,1415,50.0,7408.92,184,0
True,False,313.2,9.1,1824,25.8,4928.03,186,0
True,False,313.3,9.2,1438,45.5,6851.71,188,0
True,False,313.3,9.2,1883,24.5,4831.09,190,0
True,False,313.4,9.2,1735,28.9,5250.81,192,0
True,False,313.5,9.2,1464,36.7,5626.47,194,0
False,True,313.6,9.3,1489,40.3,6283.89,196,0
False,True,313.6,9.2,1510,38.9,6151.13,199,0
False,True,313.6,9.3,1585,32.1,5327.98,202,0
True,False,313.7,9.3,1509,35.0,5530.77,205,1
True,False,313.6,9.2,1568,39.1,6420.24,0,0
False,True,313.5,9.2,1525,42.0,6707.3,2,0
True,False,313.7,9.3,1607,33.5,5637.54,5,0
True,False,313.7,9.2,1670,32.9,5753.62,7,0
True,False,313.6,9.2,1585,38.9,6456.65,9,0
True,False,313.6,9.2,1569,38.4,6309.32,11,0
True,False,313.6,9.2,1507,43.1,6801.73,13,0
True,False,313.5,9.2,1452,41.5,6310.2,15,0
True,False,313.5,9.2,1590,29.8,4961.83,17,0
True,False,313.6,9.3,1409,56.0,8262.81,19,0
True,False,313.5,9.2,2643,12.7,3515.03,21,0
True,False,313.4,9.2,1644,31.7,5457.45,23,0
True,False,313.4,9.2,1568,37.6,6173.94,25,0
False,False,313.3,9.1,1625,37.3,6347.33,27,0
True,False,313.4,9.2,1482,41.4,6425.06,32,0
False,False,313.3,9.2,1397,49.6,7256.16,34,0
True,False,313.3,9.2,1459,50.3,7685.14,39,0
True,False,313.4,9.2,1490,44.0,6865.43,41,0
True,False,313.2,9.1,1434,50.1,7523.42,43,0
False,True,313.2,9.1,2028,18.9,4013.82,45,0
True,False,313.3,9.1,1464,45.9,7036.92,48,0
False,True,313.4,9.2,1713,23.5,4215.55,50,0
False,True,313.4,9.1,1624,32.1,5459.08,53,0
True,False,313.4,9.2,1421,43.4,6458.21,56,0
False,False,313.5,9.3,1546,41.4,6702.53,58,0
True,False,313.4,9.2,1639,32.7,5612.49,63,0
False,False,313.4,9.3,1696,29.6,5257.1,65,0
True,False,313.3,9.2,1470,39.9,6142.13,70,0
False,True,313.3,9.2,1480,38.4,5951.43,72,0
False,True,313.4,9.2,1329,54.5,7584.9,75,0
True,False,313.4,9.2,1740,28.2,5138.39,78,0
False,True,313.5,9.3,1739,28.1,5117.23,80,0
False,True,313.5,9.3,1390,47.8,6957.79,83,0
True,False,313.4,9.2,1740,23.7,4318.43,86,0
False,True,313.3,9.3,1844,27.1,5233.1,88,0
False,False,313.1,9.1,1388,53.2,7732.67,91,0
False,False,313.2,9.2,1517,43.1,6846.86,96,0
False,True,313.1,9.1,1450,42.8,6498.91,101,0
True,False,313.2,9.2,1584,38.7,6419.4,104,0
True,False,313.1,9.1,1720,28.7,5169.39,106,0
True,False,313.1,9.2,1586,31.9,5298.13,108,0
False,True,313.0,9.1,1901,22.5,4479.13,110,0
True,False,313.0,9.0,1397,42.4,6202.84,113,0
True,False,313.0,9.0,2012,21.1,4445.69,115,0
True,False,313.0,9.0,2354,15.0,3697.65,117,0
True,False,313.1,9.1,1648,35.7,6161.04,119,0
True,False,313.2,9.2,1632,30.6,5229.62,121,0
False,True,313.2,9.1,1427,46.9,7008.51,123,0
True,False,313.2,9.1,1452,48.0,7298.55,126,0
True,False,313.2,9.2,1416,46.0,6821.03,128,0
True,False,313.1,9.2,1310,62.9,8628.8,130,0
False,False,313.1,9.1,1408,39.8,5868.33,132,0
False,True,313.1,9.2,1668,34.4,6008.74,137,0
True,False,313.0,9.1,1551,36.8,5977.07,140,0
False,False,313.0,9.1,1517,36.0,5718.96,142,0
False,False,312.9,9.1,1570,35.8,5885.88,147,0
True,False,312.8,9.0,1428,53.3,7970.47,152,0
True,False,312.8,9.0,1503,40.0,6295.75,154,0
True,False,312.8,9.0,1416,58.7,8704.22,156,0
False,True,312.7,9.0,1396,47.3,6914.73,158,0
True,False,312.7,9.0,1335,51.1,7143.82,161,0
False,True,312.6,8.9,1671,30.5,5337.09,163,0
True,False,312.7,9.0,1989,22.4,4665.64,166,0
True,False,312.7,9.0,1468,43.3,6656.45,168,0
False,False,312.6,8.9,1711,27.6,4945.24,170,0
False,True,312.7,8.9,1488,41.3,6435.49,175,0
True,False,312.7,8.9,1664,29.3,5105.63,178,0
False,True,312.7,8.9,1507,38.5,6075.79,180,0
True,False,312.6,8.9,1466,42.5,6524.56,183,0
True,False,312.5,8.8,1433,53.6,8043.4,185,0
True,False,312.5,8.8,1397,45.7,6685.61,187,0
False,True,312.6,8.9,1429,43.3,6479.61,189,0
True,False,312.7,9.0,1572,37.2,6123.84,192,0
False,True,312.7,9.0,1532,42.7,6850.39,194,0
False,True,312.7,9.0,1316,51.8,7138.62,197,0
False,True,312.8,9.0,1420,47.9,7122.83,200,0
True,False,312.9,9.1,1589,37.2,6190.07,203,0
True,False,313.0,9.2,1365,59.9,8562.25,205,1
True,False,313.0,9.2,1633,32.9,5626.14,207,0
True,False,313.0,9.1,1626,31.4,5346.61,209,0
True,False,313.1,9.2,1665,29.6,5161.01,0,0
False,True,313.2,9.3,1350,47.2,6672.74,2,0
True,False,313.2,9.3,1590,31.9,5311.49,5,0
False,True,313.2,9.2,1437,53.9,8111.0,7,0
True,False,313.0,9.1,1403,48.3,7096.32,10,0
True,False,313.1,9.2,1440,41.1,6197.73,12,0
False,True,313.1,9.2,1343,61.4,8635.21,14,0
False,False,313.1,9.2,1790,26.7,5004.87,17,0
False,True,313.1,9.3,2117,18.6,4123.47,22,0
True,False,313.1,9.3,1458,42.2,6443.16,25,0
True,False,312.9,9.3,1381,57.8,8358.92,27,0
True,False,312.9,9.3,1450,45.3,6878.52,29,0
True,False,312.9,9.2,1461,50.1,7665.08,31,0
False,True,312.9,9.2,1511,41.0,6487.49,33,0
True,False,313.1,9.3,1394,45.4,6627.46,36,0
True,False,313.0,9.2,1499,42.3,6640.04,38,0
True,False,313.0,9.3,1457,44.1,6728.63,40,0
True,False,313.0,9.3,1753,29.0,5323.64,42,0
True,False,313.0,9.3,1694,28.0,4967.07,44,0
True,False,313.1,9.4,1683,28.4,5005.31,46,0
True,False,313.1,9.4,1496,47.4,7425.72,48,0
True,False,313.1,9.4,1721,34.8,6271.75,50,0
True,False,313.0,9.4,1593,31.6,5271.47,52,0
True,False,313.0,9.4,1575,38.3,6316.96,54,0
True,False,313.0,9.5,1465,41.0,6289.99,56,0
True,False,313.1,9.5,1405,38.3,5635.13,58,0
False,True,313.0,9.5,1902,21.6,4302.22,60,0
False,True,312.9,9.5,1422,39.9,5941.57,63,0
True,False,312.9,9.4,1332,52.9,7378.85,66,0
False,True,312.9,9.5,1307,54.3,7431.97,68,0
True,False,313.0,9.5,1322,59.5,8237.15,71,0
True,False,313.0,9.5,1547,40.3,6528.66,73,0
True,False,313.1,9.6,1897,23.6,4688.22,75,0
False,True,313.0,9.5,1403,51.9,7625.24,77,0
True,False,313.0,9.5,1393,51.6,7527.13,80,0
True,False,313.0,9.5,1482,38.5,5975.0,82,0
False,True,312.9,9.4,1572,44.7,7358.49,84,0
True,False,312.9,9.4,1544,36.9,5966.26,87,0
False,True,313.0,9.5,1492,46.1,7202.75,89,0
True,False,312.8,9.4,1513,35.8,5672.19,92,0
True,False,312.8,9.4,1449,43.9,6661.34,94,0
True,False,312.8,9.3,1877,22.3,4383.27,96,0
True,False,312.8,9.4,1376,53.4,7694.64,98,0
False,True,312.9,9.4,1883,23.3,4594.46,100,0
False,True,312.8,9.4,1518,38.7,6151.93,103,0
False,True,312.9,9.4,1438,42.8,6445.12,106,0
True,False,312.9,9.5,1389,54.1,7869.16,109,0
True,False,312.9,9.4,1504,44.8,7055.93,111,0
True,False,312.9,9.4,1275,64.4,8598.54,113,0
True,False,313.0,9.4,1534,39.7,6377.41,115,0
False,True,313.0,9.4,1396,38.2,5584.41,117,0
True,False,313.1,9.5,1395,44.1,6442.31,120,0
True,False,313.0,9.4,1617,30.9,5232.35,122,0
True,False,313.1,9.4,1423,41.2,6139.47,124,0
True,False,313.0,9.5,1606,34.0,5718.12,126,0
True,False,312.9,9.4,1501,44.0,6916.11,128,0
False,True,312.9,9.4,1618,30.4,5150.87,130,0
True,False,313.0,9.4,1522,35.8,5705.93,133,0
True,False,312.9,9.3,1480,41.4,6416.39,135,0
False,True,313.0,9.3,1469,39.9,6137.95,137,0
False,False,313.2,9.4,1381,52.4,7577.98,140,0
True,False,313.2,9.4,1525,41.9,6691.33,145,0
False,True,313.2,9.4,1732,29.6,5368.69,147,0
True,False,313.1,9.3,1523,39.8,6347.63,150,0
True,False,313.1,9.3,1422,42.4,6313.85,152,0
False,False,313.2,9.4,1506,46.9,7396.5,154,0
True,False,313.2,9.4,1531,39.4,6316.84,159,0
False,True,313.3,9.4,1507,34.3,5412.97,161,0
True,False,313.3,9.4,1526,40.7,6503.96,164,0
True,False,313.3,9.5,1406,52.1,7670.99,166,0
False,True,313.3,9.4,1567,35.0,5743.35,168,0
False,True,313.4,9.5,1464,49.1,7527.51,171,0
True,False,313.4,9.5,1442,48.5,7323.79,174,0
True,False,313.2,9.4,1336,47.8,6687.49,176,0
False,False,313.2,9.4,1379,50.2,7249.31,178,0
True,False,313.1,9.4,1406,48.6,7155.67,183,0
False,True,313.1,9.4,2130,18.1,4037.26,185,0
True,False,313.1,9.4,1355,49.1,6967.06,188,0
False,True,313.2,9.4,1710,26.5,4745.38,190,0
True,False,313.1,9.3,1309,55.8,7648.96,193,0
True,False,313.1,9.2,1491,37.2,5808.3,195,0
True,False,313.2,9.3,1481,44.1,6839.47,197,0
True,False,313.1,9.2,1425,49.3,7356.82,199,0
False,False,313.2,9.3,1680,29.1,5119.54,201,0
False,False,313.2,9.2,1612,31.7,5351.22,206,0
True,False,313.3,9.3,1530,34.8,5575.7,211,0
True,False,313.2,9.2,1481,42.6,6606.83,213,0
False,True,313.2,9.3,1422,48.0,7147.75,215,1
True,False,313.0,9.2,1427,43.0,6425.71,0,0
False,False,312.9,9.2,1460,49.8,7613.96,2,0
True,False,312.9,9.3,1873,23.5,4609.29,7,0
False,True,312.9,9.2,1566,32.6,5346.11,9,0
True,False,312.8,9.2,1701,30.8,5486.35,12,0
True,False,312.8,9.2,1710,27.2,4870.73,14,0
False,True,312.8,9.2,1689,33.1,5854.45,16,0
True,False,312.7,9.1,1637,32.9,5639.92,19,0
True,False,312.6,9.1,1496,39.0,6109.77,21,0
False,True,312.7,9.2,1402,47.0,6900.4,23,0
True,False,312.7,9.3,1363,45.5,6494.35,26,0
False,True,312.7,9.3,1576,49.9,8235.41,28,0
False,True,312.7,9.3,1357,55.3,7858.39,31,0
False,True,312.7,9.3,1399,48.4,7090.74,34,0
False,True,312.8,9.4,1526,30.8,4921.91,37,0
True,False,312.7,9.2,1694,27.3,4842.89,40,0
False,True,312.7,9.2,1420,49.1,7301.27,42,0
False,True,312.7,9.2,2116,16.7,3700.5,45,0
False,True,312.9,9.2,1406,41.9,6169.19,48,0
True,False,313.0,9.3,1456,45.5,6937.47,51,0
True,False,312.9,9.3,1588,31.9,5304.81,53,0
True,False,312.8,9.1,1448,44.5,6747.72,55,0
False,False,312.7,9.1,1403,46.2,6787.79,57,0
False,True,312.6,9.1,1405,51.6,7591.97,62,0
False,True,312.6,9.2,2706,9.8,2777.04,65,1
False,True,312.4,9.1,1505,38.9,6130.77,68,0
True,False,312.4,9.2,1663,33.7,5868.82,71,0
False,True,312.6,9.3,1482,44.4,6890.64,73,0
False,True,312.5,9.2,1674,32.7,5732.34,76,0
False,True,312.7,9.3,1594,32.8,5475.08,79,0
True,False,312.7,9.2,1393,49.3,7191.62,82,0
False,False,312.8,9.3,1404,55.8,8204.08,84,0
False,True,312.8,9.3,1375,45.7,6580.33,89,0
True,False,312.8,9.3,1607,38.4,6462.13,92,0
True,False,312.8,9.4,1360,50.8,7234.88,94,0
True,False,312.8,9.3,1524,39.4,6287.96,96,0
True,False,312.7,9.3,1534,35.5,5702.72,98,0
True,False,312.7,9.4,1262,63.8,8431.57,100,0
True,False,312.6,9.3,1623,34.6,5880.62,102,0
False,True,312.7,9.4,1642,33.6,5777.51,104,0
False,True,312.8,9.4,1622,35.1,5961.93,107,0
False,True,312.9,9.4,1530,34.5,5527.63,110,0
False,True,312.8,9.4,1590,36.3,6044.11,113,0
True,False,312.7,9.3,1589,34.0,5657.59,116,0
True,False,312.6,9.2,1462,37.5,5741.26,118,0
False,False,312.5,9.2,1328,49.8,6925.58,120,0
False,False,312.6,9.3,1692,29.0,5138.39,125,0
True,False,312.5,9.2,1968,20.6,4245.42,130,0
False,False,312.6,9.3,1827,24.2,4630.02,132,0
False,True,312.6,9.3,1397,47.1,6890.42,137,0
True,False,312.6,9.3,1463,44.0,6741.02,140,0
True,False,312.7,9.4,1643,30.7,5282.07,142,0
True,False,312.6,9.4,1281,57.0,7646.32,144,0
True,False,312.5,9.3,1518,39.9,6342.69,146,0
True,False,312.6,9.4,1601,35.3,5918.27,148,0
True,False,312.6,9.5,1548,36.4,5900.66,150,0
False,False,312.6,9.5,1404,40.6,5969.28,152,0
False,True,312.5,9.4,1766,26.7,4937.77,157,0
False,True,312.5,9.4,1667,30.0,5237.03,160,0
False,False,312.5,9.5,1507,37.9,5981.1,163,0
False,False,312.4,9.4,1627,37.1,6321.06,168,0
True,False,312.3,9.4,1435,47.7,7168.01,173,0
False,False,312.3,9.4,1509,46.8,7395.43,175,0
False,True,312.3,9.4,1809,25.0,4735.95,180,0
True,False,312.3,9.4,1515,40.8,6472.94,183,0
True,False,312.3,9.4,1530,34.9,5591.72,185,0
False,False,312.3,9.5,1336,57.5,8044.57,187,0
True,False,312.4,9.5,2030,19.1,4060.3,192,0
True,False,312.4,9.5,1550,36.9,5989.45,194,0
True,False,312.4,9.5,1446,41.7,6314.41,196,0
True,False,312.3,9.5,1494,37.5,5866.92,198,0
True,False,312.4,9.6,1651,27.0,4668.09,200,0
True,False,312.4,9.5,1698,33.8,6010.12,202,0
True,False,312.3,9.5,1504,40.3,6347.19,204,0
False,True,312.4,9.5,1421,46.0,6845.11,206,0
False,False,312.3,9.4,1754,26.9,4940.95,209,0
True,False,312.2,9.3,1469,42.0,6461.0,214,0
True,False,312.2,9.4,1433,50.0,7503.17,216,0
False,True,312.3,9.5,1432,49.0,7347.98,218,0
True,False,312.3,9.5,1366,49.1,7023.62,221,0
False,False,312.3,9.5,1483,47.2,7330.13,223,0
True,False,312.2,9.5,1572,34.4,5662.91,228,0
True,False,312.2,9.4,1481,40.2,6234.62,230,0
True,False,312.3,9.5,1473,42.6,6571.14,232,0
False,True,312.3,9.5,1262,70.5,9317.02,234,1
True,False,312.4,9.6,1529,36.8,5892.29,237,0
True,False,312.4,9.6,1523,39.7,6331.68,239,0
False,True,312.3,9.5,1416,42.7,6331.69,241,0
True,False,312.4,9.5,1923,23.9,4812.89,244,0
False,False,312.4,9.6,1411,53.8,7949.47,246,1
True,False,312.4,9.7,1477,46.3,7161.27,251,1
False,True,312.3,9.7,1454,54.8,8343.99,253,1
True,False,312.3,9.6,1421,48.5,7217.13,0,0
True,False,312.3,9.6,1858,25.4,4942.06,2,0
False,False,312.5,9.7,1422,46.1,6864.82,4,0
True,False,312.4,9.7,1444,48.7,7364.19,9,0
True,False,312.4,9.7,1360,47.8,6807.62,11,0
True,False,312.4,9.7,1954,24.8,5074.64,13,0
True,False,312.4,9.8,1628,33.0,5625.96,15,0
True,False,312.4,9.7,1433,44.2,6632.8,17,0
False,True,312.5,9.8,1417,51.5,7641.98,19,0
True,False,312.6,9.8,1462,39.4,6032.15,22,0
True,False,312.6,9.7,1328,59.9,8330.16,24,0
False,False,312.5,9.8,1527,36.4,5820.62,26,0
True,False,312.3,9.7,1534,34.3,5509.96,31,0
False,True,312.4,9.8,1410,50.3,7427.04,33,0
True,False,312.3,9.7,1660,30.3,5267.19,36,0
True,False,312.4,9.8,1386,45.8,6647.48,38,0
True,False,312.4,9.8,1398,41.6,6090.17,40,0
True,False,312.3,9.7,1321,53.4,7387.08,42,0
True,False,312.3,9.7,1512,34.2,5415.1,44,0
False,True,312.3,9.7,1566,36.6,6002.08,46,0
False,True,312.4,9.7,1422,44.5,6626.56,49,0
True,False,312.3,9.7,1647,31.8,5484.66,52,0
True,False,312.2,9.6,1377,45.5,6561.06,54,0
True,False,312.2,9.7,1775,27.9,5185.98,56,0
True,False,312.3,9.7,1554,42.0,6834.85,58,0
True,False,312.4,9.7,1423,51.9,7733.94,60,0
True,False,312.4,9.7,1453,47.3,7197.06,62,0
True,False,312.4,9.6,1590,34.4,5727.75,64,0
True,False,312.5,9.7,1694,28.4,5038.03,66,0
True,False,312.5,9.7,1462,43.4,6644.55,68,0
True,False,312.4,9.6,1392,46.2,6734.57,70,0
True,False,312.5,9.6,1550,45.5,7385.36,72,0
True,False,312.5,9.6,1629,30.4,5185.89,74,0
False,True,312.5,9.5,1524,42.1,6718.86,76,0
False,True,312.5,9.6,1679,30.9,5432.98,79,0
False,True,312.6,9.7,1394,46.4,6773.44,82,0
True,False,312.5,9.6,1683,32.1,5657.41,85,0
True,False,312.5,9.5,1626,30.5,5193.37,87,0
False,False,312.5,9.5,1698,30.0,5334.42,89,0
False,True,312.6,9.6,1392,42.9,6253.53,94,0
True,False,312.7,9.6,1353,51.8,7339.33,97,0
False,True,312.7,9.7,1426,46.8,6988.66,99,0
True,False,312.7,9.7,2024,19.9,4217.86,102,0
False,True,312.8,9.8,1648,32.1,5539.76,104,0
True,False,312.9,9.8,1511,40.1,6345.09,107,0
True,False,312.8,9.7,1465,44.1,6765.58,109,0
True,False,312.7,9.7,1551,41.8,6789.17,111,0
True,False,312.8,9.7,2329,15.1,3682.77,113,0
False,False,312.8,9.7,1435,41.9,6296.43,115,0
True,False,312.7,9.7,1361,48.8,6955.15,120,0
False,True,312.7,9.7,1553,35.8,5822.15,122,0
True,False,312.6,9.6,1451,42.1,6397.03,125,0
True,False,312.5,9.5,1461,40.2,6150.42,127,0
False,True,312.6,9.5,1895,23.5,4663.43,129,0
False,True,312.6,9.5,1567,32.9,5398.75,132,0
False,True,312.5,9.5,1602,33.7,5653.55,135,0
True,False,312.6,9.5,1514,42.1,6674.77,138,0
True,False,312.5,9.4,1453,49.1,7470.95,140,0
False,True,312.4,9.4,1526,36.1,5768.86,142,0
False,True,312.3,9.4,1339,52.1,7305.45,145,0
True,False,312.3,9.4,1889,22.8,4510.2,148,0
True,False,312.4,9.5,1561,34.8,5688.67,150,0
False,True,312.4,9.5,1659,33.1,5750.47,152,0
True,False,312.4,9.5,1424,49.5,7381.49,155,0
False,True,312.3,9.4,1426,44.7,6675.07,157,0
True,False,312.4,9.5,1383,51.4,7444.13,160,0
True,False,312.3,9.5,1764,29.9,5523.3,162,0
False,True,312.2,9.5,1439,42.5,6404.4,164,0
False,True,312.2,9.5,1585,35.5,5892.32,167,0
True,False,312.3,9.6,1346,61.2,8626.31,170,0
True,False,312.3,9.5,1386,57.8,8389.18,172,0
True,False,312.2,9.5,1369,51.8,7426.12,174,0
False,True,312.1,9.4,1378,46.9,6767.85,176,0
True,False,312.2,9.5,1336,46.8,6547.58,179,0
False,True,312.1,9.5,1445,42.0,6355.44,181,0
True,False,312.1,9.4,1763,26.5,4892.45,184,0
True,False,312.2,9.5,1611,34.1,5752.79,186,0
False,True,312.1,9.4,1564,32.1,5257.39,188,0
False,False,312.1,9.4,1478,36.0,5571.93,191,0
True,False,312.0,9.4,1781,28.5,5315.42,196,0
True,False,312.1,9.5,1782,26.8,5001.16,198,0
False,True,312.1,9.5,2000,21.9,4586.73,200,0
False,True,312.0,9.5,1826,25.3,4837.82,203,0
True,False,312.1,9.5,1344,51.0,7177.91,206,0
True,False,312.2,9.6,1520,43.0,6844.48,208,0
False,True,312.1,9.5,1611,39.9,6731.27,210,0
True,False,312.2,9.5,1450,52.1,7911.05,213,1
True,False,312.1,9.5,1499,35.0,5494.12,215,0
True,False,312.1,9.5,1288,68.5,9239.21,0,1
False,True,312.2,9.5,1350,58.6,8284.38,2,0
False,True,312.4,9.5,1334,50.9,7110.53,5,0
True,False,312.4,9.6,1376,57.1,8227.79,8,0
True,False,312.4,9.6,1368,49.5,7091.2,10,0
False,False,312.5,9.6,1357,55.0,7815.76,12,0
False,True,312.5,9.6,1924,24.0,4835.54,17,0
False,True,312.5,9.6,1551,40.0,6496.81,20,0
False,True,312.5,9.6,1903,21.2,4224.77,23,0
False,False,312.3,9.4,1417,48.7,7226.49,26,0
True,False,312.1,9.4,1601,35.2,5901.5,31,0
True,False,312.1,9.4,1543,37.5,6059.35,33,0
True,False,312.1,9.5,1439,52.3,7881.18,35,0
False,False,312.0,9.4,1657,29.3,5084.15,37,0
True,False,312.2,9.4,1458,51.0,7786.75,42,0
True,False,312.2,9.4,1746,27.4,5009.83,44,0
True,False,312.2,9.3,1677,30.5,5356.26,46,0
True,False,312.1,9.3,1520,39.9,6351.04,48,0
True,False,312.2,9.3,1367,55.1,7887.67,50,0
True,False,312.2,9.4,1509,36.5,5767.81,52,0
True,False,312.1,9.3,1418,51.4,7632.52,54,0
True,False,312.1,9.3,1958,20.3,4162.34,56,0
True,False,312.2,9.4,1682,30.9,5442.68,58,0
False,True,312.2,9.4,1452,50.3,7648.27,60,0
True,False,312.0,9.3,1828,24.0,4594.27,63,0
False,False,312.0,9.3,1484,41.5,6449.27,65,0
True,False,312.0,9.4,1674,32.2,5644.69,70,0
True,False,311.9,9.3,1448,49.5,7505.89,72,0
False,True,311.8,9.3,2023,19.1,4046.3,74,0
