record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
4876,0,1,312.4,8.7,1540,37.4,6031.44,146
1859,1,0,307.4,9.6,1355,45.8,6498.8,60
8159,0,0,310.9,11.3,1679,31.2,5485.72,120
3387,0,1,310.8,9.2,1290,65.3,8821.28,63
712,1,0,308.7,11.2,1453,37.6,5721.13,112
5331,1,0,312.8,9.1,1448,44.5,6747.72,55
2092,1,0,309.2,9.8,1444,48.2,7288.58,24
4601,0,1,311.1,8.1,1372,54.3,7801.58,117
2797,0,1,309.6,9.3,1398,53.7,7861.58,82
8774,0,1,308.7,11.1,1408,51.5,7593.44,4
8216,1,0,310.6,11.4,1370,61.9,8880.55,42
4635,0,1,311.2,8.2,1614,35.7,6033.93,207
6642,1,0,310.6,9.0,1431,37.5,5619.52,137
4436,0,1,310.1,7.7,1577,35.8,5912.12,136
6388,0,0,309.9,9.6,1509,46.6,7363.83,125
4812,1,0,311.9,8.5,1531,37.9,6076.35,203
5984,0,0,310.8,10.1,1346,52.0,7329.55,193
4661,1,0,311.3,8.0,1350,48.1,6799.98,32
8053,1,0,311.9,11.4,1887,21.7,4288.05,56
5326,0,1,312.7,9.2,1420,49.1,7301.27,42
5575,0,0,312.0,9.6,1477,39.7,6140.44,18
8559,1,0,309.0,10.7,1519,40.0,6362.77,96
8753,0,1,308.6,11.2,1657,33.1,5743.53,156
8363,1,0,309.7,10.9,1582,45.0,7455.0,11
6766,0,1,311.0,9.6,1427,43.2,6455.6,13
5890,1,0,311.0,9.6,1634,32.6,5578.25,155
5050,0,0,313.0,9.0,1701,30.4,5415.1,171
2603,0,1,309.2,9.9,1334,46.3,6467.93,31
6127,1,0,310.9,10.0,1228,66.4,8538.77,109
3417,1,0,310.6,9.0,1621,33.7,5720.6,137
2861,1,0,309.5,8.8,1479,43.6,6752.79,240
6982,1,0,311.1,10.4,1440,43.0,6484.25,148
7437,1,0,311.3,11.5,1727,30.0,5425.53,24
6366,0,1,309.5,9.6,2065,18.1,3914.06,62
5482,1,0,312.1,9.5,1782,26.8,5001.16,198
9447,0,1,308.9,10.8,1323,51.7,7162.74,88
5955,1,0,310.8,10.1,1653,31.6,5470.02,111
1515,0,1,308.9,10.7,1614,35.5,6000.13,15
8039,1,0,311.9,11.1,1560,31.8,5194.94,21
1875,1,0,308.0,9.7,1363,50.1,7150.92,96
1948,1,0,308.1,10.0,1410,45.8,6762.59,71
7972,1,0,312.2,11.1,1397,54.9,8031.51,81
7376,1,0,310.0,10.5,1481,43.1,6684.38,90
5456,0,1,312.6,9.5,1567,32.9,5398.75,132
2344,0,1,308.3,9.1,1755,26.4,4851.88,19
2789,0,0,309.5,9.2,1438,44.0,6625.83,59
9766,0,0,309.6,11.0,1449,42.5,6448.9,16
6721,1,0,310.7,9.3,1280,61.0,8176.52,106
4417,1,0,310.4,7.8,1365,66.8,9548.56,80
738,1,0,308.3,11.5,1506,45.9,7238.79,182
8562,1,0,308.9,10.8,1351,52.4,7413.36,102
2418,1,0,308.3,9.4,1660,34.4,5979.92,9
4143,1,0,310.1,8.4,1500,39.6,6220.35,56
2209,1,0,309.3,9.5,1386,49.4,7169.99,116
3993,1,0,311.3,9.0,1324,47.8,6627.42,131
9509,0,1,310.4,11.2,1502,39.8,6260.11,34
6118,0,1,311.1,10.2,1325,61.4,8519.48,88
5446,1,0,312.9,9.8,1511,40.1,6345.09,107
5581,0,1,312.1,9.6,1454,47.6,7247.7,37
8530,0,1,309.3,10.8,1615,31.8,5378.09,23
2155,1,0,308.8,9.5,1341,47.7,6698.47,199
2960,1,0,309.5,8.8,1467,44.3,6805.54,55
6343,1,0,309.8,9.6,1827,23.0,4400.43,6
7424,0,1,311.4,11.3,1575,29.8,4915.02,210
1471,1,0,309.6,11.1,1421,53.6,7976.04,122
1477,1,0,309.4,11.1,1570,35.6,5853.0,138
7458,0,1,311.6,11.5,1433,51.4,7713.26,76
1316,1,0,310.3,11.3,1507,36.7,5791.73,173
9005,1,0,307.9,10.7,1337,58.1,8134.6,184
2436,0,0,308.2,9.2,1662,30.4,5290.94,55
3743,1,0,311.4,8.9,1759,24.6,4531.37,124
286,1,0,308.3,10.1,1589,33.2,5524.47,94
429,1,0,308.6,11.1,1208,62.3,7881.04,28
4178,1,0,310.9,8.4,1624,34.4,5850.23,146
7152,1,0,309.9,9.7,1566,36.4,5969.28,170
5497,0,1,312.5,9.6,1551,40.0,6496.81,20
8660,1,0,308.5,11.1,1295,52.1,7065.39,130
4497,1,0,310.3,7.8,1523,36.0,5741.57,72
988,0,0,307.1,10.8,1774,25.9,4811.52,154
1469,1,0,309.8,11.2,1497,41.6,6521.44,118
3030,0,1,309.6,9.2,1563,34.0,5565.02,6
8417,0,0,310.1,11.3,1704,30.7,5478.18,150
137,1,0,308.6,9.9,1297,55.3,7510.93,148
6408,1,0,309.9,9.6,1601,31.7,5314.71,180
627,1,0,310.1,11.7,1455,42.2,6429.9,94
8806,1,0,308.5,11.1,1692,34.3,6077.47,83
9975,0,1,308.3,9.7,1589,34.1,5674.23,174
9720,0,1,309.9,11.0,1357,54.5,7744.71,121
6783,1,0,310.8,9.5,1450,46.9,7121.47,59
2684,1,0,309.4,9.6,1460,37.4,5718.12,25
6122,1,0,311.0,10.0,1402,55.3,8118.99,98
8082,0,0,311.5,11.4,1422,46.2,6879.71,134
3926,1,0,311.5,8.9,1609,36.0,6065.79,162
7932,1,0,311.8,11.1,1478,41.9,6485.11,207
5116,1,0,313.8,9.6,1401,53.9,7907.8,142
3960,1,0,311.4,9.2,1390,48.1,7001.46,40
4899,1,0,312.3,8.7,2168,17.7,4018.47,219
4330,1,0,309.8,8.3,1549,38.5,6245.12,81
7896,1,0,312.6,11.8,1376,53.6,7723.46,119
9786,0,1,309.6,10.9,1738,27.3,4968.68,79
8404,1,0,309.5,11.1,1545,36.6,5921.59,117
2081,0,1,309.3,9.9,1485,47.1,7324.47,209
3273,0,1,309.9,8.6,1565,36.0,5899.91,213
4065,0,1,310.7,8.8,1511,37.6,5949.51,70
3005,1,0,309.9,9.4,1503,37.4,5886.53,175
9378,1,0,308.3,10.7,1816,28.8,5476.93,106
5602,1,0,312.1,9.2,1334,54.7,7641.38,88
6427,1,0,309.8,9.6,1418,49.3,7320.69,16
4272,1,0,310.8,8.3,1577,36.9,6093.78,158
6646,1,0,310.5,9.0,1479,34.2,5296.91,147
1423,1,0,309.8,11.1,1539,33.4,5382.87,2
5532,1,0,311.8,9.4,1476,46.6,7202.79,110
9392,1,0,308.1,10.5,1437,46.3,6967.33,149
3561,1,0,310.6,8.9,1486,38.5,5991.12,78
7151,0,0,309.9,9.7,1906,22.9,4570.75,165
1864,1,0,307.7,9.8,1546,37.6,6087.32,72
7544,1,0,311.4,11.2,1425,44.2,6595.77,84
6139,1,0,310.7,9.9,1586,33.4,5547.26,142
6878,0,0,311.2,10.3,1518,35.0,5563.76,90
395,1,0,308.3,10.9,1571,37.7,6202.21,162
3359,1,0,310.6,9.1,1525,41.9,6691.33,204
8910,1,0,308.4,11.3,1550,37.0,6005.68,167
9796,0,0,309.3,10.9,1694,30.9,5481.51,111
7730,1,0,311.9,11.3,1472,44.2,6813.32,126
6033,1,0,310.9,10.3,1471,37.9,5838.22,86
7041,1,0,310.5,9.9,1470,37.7,5803.46,98
7709,1,0,311.4,10.9,1445,41.5,6279.78,66
3504,0,1,310.8,9.1,1524,41.3,6591.19,147
9962,1,0,307.9,9.7,1429,49.4,7392.44,141
1197,0,1,307.9,11.0,1441,47.6,7182.9,60
321,1,0,308.4,10.6,1518,32.5,5166.35,190
3796,0,1,310.8,8.7,1504,37.5,5906.19,42
872,0,1,306.4,10.6,1335,51.7,7227.71,69
4259,1,0,311.2,8.5,1545,35.1,5678.9,128
1395,1,0,310.4,11.3,1452,39.7,6036.51,151
1013,0,1,307.2,11.1,1619,29.7,5035.38,17
5894,1,0,310.9,9.7,1597,37.9,6338.3,164
1018,1,0,307.2,10.9,1291,58.6,7922.32,29
1360,0,0,310.2,11.4,1707,27.6,4933.68,56
3357,0,0,310.7,9.1,1414,51.7,7655.41,197
2818,1,0,309.5,9.3,1729,28.4,5142.12,131
4904,0,0,312.4,8.8,1480,50.7,7857.75,2
3160,0,1,309.7,9.3,1367,51.2,7329.38,143
3176,1,0,309.6,9.3,1435,45.4,6822.39,181
9164,1,0,308.6,11.0,2384,14.4,3594.99,171
3514,0,0,311.0,9.1,1430,49.8,7457.51,174
9821,1,0,309.4,10.8,1667,35.6,6214.61,185
1785,1,0,308.0,9.8,1538,38.2,6152.45,59
3571,0,1,310.6,8.9,1691,27.7,4905.15,105
4778,0,0,312.2,8.6,1371,54.6,7838.96,112
1516,1,0,308.9,10.7,1278,54.0,7226.92,18
7893,1,0,312.7,11.8,1416,43.8,6494.8,112
1071,1,0,307.8,10.9,1425,49.1,7326.98,163
2758,0,1,309.2,9.5,1412,45.3,6698.25,205
2938,1,0,309.5,8.8,1479,34.5,5343.38,197
9417,0,0,308.4,10.3,1515,43.8,6948.89,6
8376,1,0,309.8,11.0,1334,49.3,6887.02,42
6251,0,1,310.2,9.4,1598,36.5,6107.99,195
7872,1,0,312.3,11.7,1532,37.2,5968.02,54
9722,0,0,309.8,11.0,1911,21.6,4322.58,126
1771,1,0,307.9,9.5,1446,45.3,6859.54,23
9302,0,1,308.9,10.8,1804,25.1,4741.75,118
7631,1,0,311.6,11.1,1444,49.3,7454.92,92
1153,0,0,307.9,10.9,1448,45.6,6914.52,172
413,1,0,308.4,11.0,1573,34.5,5682.98,205
5840,0,1,311.1,9.8,1581,30.9,5115.86,31
9237,0,1,308.8,10.7,1811,25.4,4817.05,147
4216,1,0,310.7,8.8,1370,50.3,7216.34,20
4774,1,0,312.0,8.4,1827,23.3,4457.83,103
8110,0,0,311.8,11.5,2141,18.5,4147.79,204
1185,1,0,308.4,11.1,1491,46.5,7260.38,29
8611,1,0,308.3,10.9,1472,45.5,7013.71,2
1580,0,1,308.4,10.1,1444,47.5,7182.73,178
5912,0,1,310.3,9.6,1659,29.8,5177.16,6
9082,1,0,307.9,10.7,1309,49.6,6799.08,167
865,1,0,306.6,10.7,1414,50.2,7433.3,51
3317,1,0,310.5,9.0,1636,28.7,4916.93,106
4066,0,1,310.7,8.8,1472,47.0,7244.93,73
5170,0,1,313.3,9.2,1480,38.4,5951.43,72
205,0,1,308.6,10.1,1344,53.0,7459.4,114
2182,0,1,309.2,9.7,1314,61.8,8503.79,45
7092,1,0,310.2,9.5,1493,35.9,5612.84,10
4188,0,1,310.8,8.5,1611,31.8,5364.77,169
6802,0,1,310.7,9.6,1621,31.0,5262.27,108
1163,1,0,307.9,11.0,1367,47.1,6742.45,204
9433,0,1,308.7,10.7,1430,51.9,7771.99,47
5212,1,0,312.5,8.8,1397,45.7,6685.61,187
9862,0,1,309.7,10.9,1439,45.8,6901.68,81
9913,1,0,308.8,10.3,1589,30.6,5091.83,11
9227,1,0,309.1,11.1,1473,44.3,6833.37,124
5619,1,0,312.3,9.3,1932,21.9,4430.78,132
8183,1,0,311.1,11.3,1452,47.3,7192.11,188
8238,1,0,310.4,11.3,1519,45.3,7205.84,92
8939,0,1,308.4,11.1,1434,44.8,6727.53,21
4148,1,0,310.3,8.4,1972,21.3,4398.61,67
3075,0,1,309.2,9.1,1385,46.1,6686.2,120
6171,1,0,310.6,9.8,1416,42.2,6257.55,225
8063,0,1,311.7,11.4,1551,36.4,5912.1,84
8925,0,1,308.2,11.0,1405,42.5,6253.08,204
3492,0,0,311.0,9.1,1336,63.6,8898.0,111
37,1,0,309.1,10.3,1439,39.2,5907.12,104
3705,0,1,311.3,9.3,1725,27.7,5003.77,23
5237,1,0,313.0,9.2,1499,42.3,6640.04,38
5751,0,0,311.8,9.5,1475,42.8,6610.96,38
9112,0,1,308.6,11.0,1482,38.3,5943.96,39
5899,0,0,310.6,9.7,1686,27.7,4890.64,176
113,0,1,308.6,9.8,1486,41.9,6520.21,92
2381,1,0,308.2,9.1,1493,34.9,5456.5,119
7540,0,1,311.3,11.1,1587,31.2,5185.14,73
4890,1,0,312.4,8.7,1525,43.9,7010.73,188
2718,1,0,309.1,9.6,1357,47.3,6721.55,106
2259,1,0,308.3,9.2,1431,52.3,7837.36,38
3778,0,1,311.1,8.7,1366,54.4,7781.77,0
3943,1,0,311.4,9.1,1333,66.7,9310.75,205
4668,0,0,311.4,8.1,1692,27.9,4943.48,55
103,0,1,308.8,10.0,1441,40.5,6111.5,63
8615,1,0,308.6,11.0,1382,47.1,6816.44,11
1546,1,0,308.9,10.5,1391,48.4,7050.19,100
2121,0,1,308.8,9.6,1503,37.4,5886.53,109
337,1,0,308.3,10.7,1742,27.7,5053.08,13
9287,1,0,308.9,10.7,1709,28.1,5028.95,81
8532,1,0,309.4,10.8,1315,55.5,7642.71,28
8105,1,0,311.9,11.5,1476,48.7,7527.38,189
8339,0,1,309.7,10.9,1499,40.3,6326.09,154
8488,1,0,309.4,11.0,1385,43.2,6265.59,119
849,0,0,307.4,11.0,1586,35.5,5896.04,0
9176,1,0,308.9,11.1,1518,40.4,6422.17,2
3639,1,0,311.6,9.2,1622,35.0,5944.94,68
1797,0,1,307.6,9.6,1508,41.8,6600.95,89
6904,0,1,311.5,10.6,1704,31.3,5585.25,159
7600,0,1,311.0,10.6,1595,35.4,5912.79,15
6422,1,0,309.9,9.6,1377,55.3,7974.21,4
8230,1,0,310.5,11.4,1736,26.9,4890.25,74
6663,1,0,310.4,9.1,1504,47.2,7433.93,193
2204,0,1,309.1,9.4,1352,46.1,6526.89,102
5531,0,1,311.7,9.4,1504,37.3,5874.69,107
9919,1,0,308.8,10.3,1305,58.7,8021.9,26
8261,0,0,310.6,11.4,1434,48.4,7268.14,153
2550,1,0,309.3,9.9,1366,48.4,6923.48,116
5039,0,0,313.3,9.2,1689,32.5,5748.33,134
8151,1,0,310.7,11.2,1472,40.9,6304.63,104
6545,0,1,310.8,9.4,1738,30.3,5514.69,104
3966,1,0,311.5,9.2,1530,37.8,6056.36,57
9856,1,0,309.5,10.9,1450,44.2,6711.49,63
7739,1,0,311.9,11.4,1576,31.1,5132.69,149
7794,0,1,311.6,11.4,1415,55.8,8268.36,82
1618,1,0,307.8,9.9,1286,59.5,8012.84,55
7221,0,0,309.6,9.9,1433,49.6,7443.15,129
2061,1,0,309.6,9.9,1359,50.7,7215.33,161
8775,0,0,308.6,11.1,1536,38.7,6224.88,7
6138,0,1,310.7,9.9,1452,43.0,6538.28,139
8490,0,1,309.6,11.1,1364,58.7,8384.58,123
7493,1,0,311.7,11.5,1448,54.2,8218.57,173
719,1,0,308.8,11.4,1447,58.1,8803.86,129
9262,0,1,309.1,10.8,1404,47.0,6910.25,15
6147,0,1,311.1,10.0,2089,19.8,4331.44,162
8738,1,0,308.7,11.4,1531,36.7,5883.96,116
4232,1,0,310.9,8.7,1452,42.3,6431.85,56
6037,1,0,311.1,10.4,1426,46.2,6899.06,97
996,0,1,307.2,10.9,1286,51.1,6881.62,177
7521,0,1,311.6,11.4,1467,40.7,6252.49,23
7609,1,0,311.3,10.8,1490,41.8,6522.16,39
4091,0,1,310.4,8.4,1595,32.9,5495.22,135
6027,0,1,311.0,10.3,1413,44.3,6555.03,72
1490,1,0,309.0,10.8,1341,43.8,6150.8,171
6113,0,1,310.8,10.1,1724,30.0,5416.11,76
1294,1,0,309.9,11.1,1486,40.3,6271.23,126
2163,1,0,309.2,9.6,1422,39.8,5926.68,219
6278,1,0,310.7,9.5,1568,38.3,6288.88,49
8905,1,0,308.6,11.3,1385,55.2,8006.03,156
593,1,0,309.6,12.1,1312,50.7,6965.79,0
5509,1,0,312.2,9.4,1509,36.5,5767.81,52
2522,0,1,308.7,9.9,1543,38.2,6172.45,44
9373,1,0,308.5,10.8,1453,45.5,6923.18,86
1961,1,0,307.5,9.7,1448,51.2,7763.67,107
5220,1,0,313.0,9.2,1633,32.9,5626.14,207
6708,0,1,310.6,9.2,1464,37.4,5733.78,74
4058,0,1,310.9,8.9,1456,47.2,7196.68,54
2737,0,1,309.1,9.4,1508,41.2,6506.2,152
5112,0,1,313.6,9.5,1441,43.7,6594.38,131
5652,1,0,311.8,9.4,1727,26.5,4792.55,213
6263,0,1,310.6,9.6,1698,27.3,4854.33,14
589,1,0,309.4,11.8,1491,40.2,6276.71,231
7989,1,0,312.4,11.3,1430,37.9,5675.5,124
9967,0,1,307.9,9.6,1609,32.4,5459.21,151
9844,0,0,309.1,10.8,1484,37.0,5749.95,28
701,1,0,308.8,11.1,1515,40.1,6361.88,82
5669,0,1,311.5,9.3,1479,39.5,6117.78,36
2962,1,0,309.5,8.8,1508,39.9,6300.9,59
5906,1,0,310.3,9.6,1533,35.6,5715.06,198
7080,1,0,310.4,9.7,1543,47.3,7642.86,203
3358,1,0,310.6,9.1,1522,36.6,5833.43,202
3473,0,1,310.8,9.0,1691,33.4,5914.51,62
3180,0,1,309.4,9.2,1433,48.8,7323.09,191
3762,0,1,311.0,8.7,1526,37.7,6024.55,171
5242,1,0,313.1,9.4,1496,47.4,7425.72,48
3151,1,0,309.8,9.3,1428,43.8,6549.84,119
4499,0,0,310.3,7.7,1721,27.4,4938.1,79
6748,0,0,311.0,9.3,2016,19.3,4074.52,180
3447,1,0,310.6,8.9,1624,34.5,5867.24,216
634,1,0,309.9,11.6,1507,41.6,6565.01,112
8126,1,0,311.4,11.2,1433,37.9,5687.4,36
9613,1,0,310.2,11.2,1377,62.5,9012.44,92
9120,1,0,308.4,11.0,1525,38.7,6180.3,62
4439,0,1,310.2,7.8,1392,55.8,8133.96,143
853,1,0,307.3,11.0,1444,49.0,7409.55,13
2633,1,0,309.8,9.7,1532,39.8,6385.14,115
3945,1,0,311.3,9.1,1570,36.1,5935.2,0
2796,1,0,309.5,9.3,1539,35.3,5689.08,80
7459,1,0,311.5,11.5,1591,32.0,5331.49,79
7027,1,0,310.6,10.0,1508,34.8,5495.53,62
3889,1,0,311.2,8.8,1404,52.0,7645.38,57
9942,1,0,308.1,9.7,1375,50.8,7314.67,94
2285,1,0,308.7,9.3,1381,56.7,8199.84,102
8088,1,0,311.4,11.3,1356,45.7,6489.4,149
5785,1,0,311.1,9.4,1469,37.2,5722.6,128
7553,1,0,311.3,11.0,1505,39.6,6241.09,107
2156,0,1,308.9,9.5,1457,41.5,6331.93,201
1242,1,0,308.4,11.3,1468,44.4,6825.55,197
2700,1,0,309.3,9.4,1473,40.4,6231.79,59
2394,1,0,308.5,9.3,1488,40.3,6279.67,148
9163,1,0,308.6,11.0,1415,47.3,7008.84,169
2270,1,0,308.6,9.3,1437,48.1,7238.2,67
9119,0,1,308.4,11.0,1675,29.5,5174.46,59
898,1,0,306.2,10.6,1446,49.9,7556.1,133
3228,1,0,309.3,8.8,1475,46.8,7228.8,94
10,0,0,308.9,10.5,1782,23.9,4459.99,24
2600,1,0,309.0,9.7,1422,47.3,7043.51,25
1041,1,0,307.6,11.0,1809,25.1,4754.89,86
4094,1,0,310.5,8.5,1651,30.9,5342.37,146
8961,0,1,308.0,10.7,1403,45.0,6611.48,77
3828,0,1,310.8,8.5,1762,27.8,5129.55,127
631,1,0,310.0,11.6,1554,37.3,6070.0,103
5048,0,0,313.2,9.2,1271,68.6,9130.58,161
9903,0,1,309.2,10.5,1437,45.7,6877.04,195
667,1,0,308.9,11.4,1459,48.5,7410.13,193
3491,0,0,310.9,9.0,1590,34.3,5711.1,106
9719,1,0,309.9,11.0,1309,56.2,7703.79,119
6977,1,0,311.1,10.4,2377,14.3,3559.54,135
1145,1,0,307.8,10.8,1553,33.3,5415.57,155
5868,1,0,311.1,9.6,1731,27.9,5057.43,101
7253,1,0,310.5,10.2,1522,39.1,6231.89,217
6899,1,0,311.6,10.7,1671,33.5,5862.05,148
8791,0,1,308.5,11.1,1412,45.5,6727.83,49
8396,0,0,309.6,11.0,1593,33.3,5555.06,95
9189,1,0,309.1,11.2,1595,32.0,5344.9,32
58,0,1,309.0,10.2,1661,29.5,5131.22,162
9669,1,0,310.3,11.2,1619,31.1,5272.73,242
3531,0,1,310.9,9.0,1641,33.2,5705.26,3
9614,0,1,310.3,11.2,1441,43.9,6624.56,94
4669,0,1,311.5,8.2,1373,47.3,6800.8,60
8726,1,0,308.6,11.4,1562,33.0,5397.88,84
8588,1,0,307.8,10.5,1385,44.4,6439.64,169
5752,0,0,311.8,9.5,1804,25.0,4722.86,43
2914,0,0,309.6,9.0,1888,20.5,4053.07,133
6228,1,0,310.9,9.7,1413,50.1,7413.25,141
7036,1,0,310.6,9.9,1540,52.7,8498.85,85
5826,0,1,311.1,9.8,1492,41.2,6437.17,223
3051,1,0,309.3,9.1,1366,49.3,7052.23,59
5451,1,0,312.7,9.7,1361,48.8,6955.15,120
9696,1,0,309.9,11.0,1404,39.8,5851.66,62
6995,0,1,310.7,10.1,1705,31.2,5570.67,181
2252,0,0,308.3,9.2,1451,42.8,6503.39,21
8302,1,0,310.1,11.4,1641,31.1,5344.38,49
938,1,0,306.2,10.6,1823,25.8,4925.33,29
6983,0,1,311.0,10.3,1334,53.9,7529.62,150
581,1,0,309.7,11.9,1394,42.9,6262.51,206
8652,0,0,308.3,11.0,1461,41.5,6349.32,108
40,1,0,309.1,10.3,1362,45.4,6475.33,113
141,1,0,308.5,9.8,1544,35.2,5691.39,159
7468,1,0,311.6,11.3,1560,37.7,6158.78,107
6771,0,1,310.7,9.5,1962,22.5,4622.85,28
1832,0,1,307.4,9.6,1330,51.7,7200.64,183
3460,1,0,310.3,8.8,1415,41.6,6164.22,28
3355,1,0,310.8,9.3,1367,49.0,7014.44,193
9826,1,0,309.2,10.8,1345,52.7,7422.69,196
9129,1,0,308.6,11.0,1664,30.1,5245.04,81
3699,1,0,311.2,9.0,1649,33.2,5733.07,9
9297,0,1,308.9,10.8,1479,43.4,6721.81,105
2919,1,0,309.6,9.0,1726,30.0,5422.39,147
1829,1,0,307.2,9.4,1880,23.0,4528.08,176
9391,0,0,308.2,10.6,2071,18.5,4012.18,144
2868,1,0,309.7,8.9,1418,46.6,6919.76,12
740,0,1,308.4,11.5,1450,46.9,7121.47,186
1324,0,1,310.1,11.3,1243,74.5,9697.42,194
8560,1,0,309.0,10.7,1408,45.4,6694.02,98
5080,1,0,313.3,9.1,1410,51.6,7618.99,47
6088,1,0,310.8,9.9,1476,39.0,6028.09,10
6907,1,0,311.3,10.4,1449,40.2,6099.9,168
1289,0,1,309.7,11.1,1635,32.2,5513.18,110
577,1,0,309.7,12.0,1591,37.7,6281.16,196
746,1,0,308.1,11.3,1289,62.0,8368.99,199
8757,1,0,308.8,11.3,1587,34.9,5800.04,166
645,1,0,309.4,11.7,1392,44.1,6428.45,140
6184,1,0,311.0,10.0,1553,35.8,5822.15,26
6101,1,0,310.6,9.9,1616,29.6,5009.12,47
4989,1,0,313.2,9.3,1499,37.4,5870.86,7
4162,1,0,310.4,8.4,1591,29.8,4964.95,105
511,1,0,309.3,11.8,1479,39.4,6102.29,22
1233,0,1,308.5,11.3,1364,55.6,7941.78,163
5887,0,0,311.1,9.7,1445,41.4,6264.65,144
3490,0,1,310.9,9.0,1763,28.4,5243.23,103
9834,0,1,309.1,10.8,1632,32.7,5588.52,0
1688,1,0,307.4,9.5,1606,35.5,5970.39,14
9077,1,0,308.1,10.8,1762,26.1,4815.87,154
3337,1,0,310.8,9.2,1564,34.1,5584.96,150
8123,0,0,311.5,11.3,1515,36.8,5838.34,27
5747,1,0,311.5,9.4,1533,39.4,6325.09,26
1451,1,0,310.4,11.5,1831,25.4,4870.24,81
1809,1,0,307.7,9.6,1767,27.0,4996.07,127
1799,0,1,307.5,9.5,1427,45.1,6739.52,95
1026,1,0,307.4,11.0,1512,36.8,5826.77,46
6633,0,1,310.5,9.0,1737,29.3,5329.62,114
4737,0,1,311.5,8.3,1336,58.2,8142.51,2
456,0,0,308.7,11.4,1478,47.6,7367.33,98
8096,0,1,311.7,11.5,1555,37.4,6090.19,169
1613,1,0,308.0,10.1,1296,62.9,8536.59,41
7515,0,1,311.9,11.5,1335,58.3,8150.39,9
551,1,0,309.2,11.8,1274,54.3,7244.32,121
9652,0,1,310.0,11.0,1488,46.3,7214.6,198
8233,0,1,310.6,11.5,1449,43.2,6555.12,80
5476,0,1,312.1,9.5,1445,42.0,6355.44,181
1114,0,0,307.3,10.9,1540,37.4,6031.44,75
410,0,1,308.6,11.1,1472,44.9,6921.22,198
8090,1,0,311.4,11.3,1910,23.0,4600.34,153
3811,0,1,310.7,8.6,1608,30.3,5102.2,81
4250,1,0,311.0,8.4,1660,38.0,6605.72,99
3905,0,1,311.2,9.0,1561,34.9,5705.02,106
1862,1,0,307.7,9.8,1517,44.4,7053.38,67
3706,1,0,311.3,9.3,1567,41.1,6744.34,26
5398,1,0,312.4,9.5,1923,23.9,4812.89,244
4784,1,0,312.6,8.7,1642,32.3,5553.98,127
1900,0,0,307.6,9.7,1493,36.0,5628.48,161
7692,0,0,311.6,11.1,1506,36.2,5709.03,10
5435,0,1,312.5,9.5,1524,42.1,6718.86,76
8375,0,1,309.6,10.8,1384,48.2,6985.73,39
7289,1,0,310.6,10.3,1433,53.8,8073.41,86
8495,1,0,309.4,11.1,1668,27.1,4733.63,136
9865,0,1,309.8,10.9,2450,13.9,3566.23,89
9382,1,0,308.2,10.7,1610,33.6,5664.92,115
9911,0,1,309.0,10.4,1481,40.8,6327.67,6
2955,0,1,309.5,8.8,1439,43.8,6600.3,41
2415,0,1,308.5,9.4,1587,35.6,5916.37,2
1706,1,0,307.8,9.6,1521,42.9,6833.06,60
3008,0,1,309.7,9.3,1547,38.0,6156.06,181
2893,0,1,309.6,8.9,1568,35.2,5779.86,82
9730,1,0,310.0,11.2,1528,36.7,5872.43,147
6439,1,0,310.1,9.5,1656,32.7,5670.7,44
5421,0,1,312.3,9.7,1566,36.6,6002.08,46
3909,0,0,311.3,9.0,1744,30.3,5533.73,116
1664,1,0,308.0,9.8,1535,38.0,6108.3,179
6507,1,0,310.1,9.1,1558,32.6,5318.8,0
485,0,1,309.0,11.6,1685,30.7,5417.1,177
5209,0,1,312.7,8.9,1507,38.5,6075.79,180
4305,1,0,310.1,8.5,1687,26.6,4699.22,16
2094,1,0,309.3,9.9,1377,43.6,6287.08,28
5529,0,1,311.8,9.4,1539,39.9,6430.43,101
3414,1,0,310.3,9.0,1555,41.2,6708.98,131
4078,0,0,310.7,8.6,1294,62.4,8455.66,101
761,1,0,307.8,11.1,1646,34.6,5963.96,238
3996,0,1,311.3,9.0,1625,33.1,5632.61,137
713,1,0,308.6,11.2,1439,46.4,6992.1,114
5184,1,0,313.0,9.0,1397,42.4,6202.84,113
3288,1,0,310.1,8.8,1662,31.0,5395.37,37
7796,1,0,311.5,11.4,1454,52.4,7978.56,90
6845,0,1,311.5,10.2,1648,32.4,5591.53,0
6537,0,1,310.5,9.2,1481,39.7,6157.07,85
2293,1,0,308.9,9.4,1520,38.3,6096.37,122
2122,0,1,308.8,9.6,1523,38.9,6204.09,112
6801,1,0,310.7,9.6,1334,48.2,6733.35,106
1285,0,1,309.6,11.1,1492,41.7,6515.29,100
2551,1,0,309.2,9.9,1541,37.2,6003.08,118
2853,0,1,309.3,8.8,1539,39.1,6301.5,216
2714,0,1,309.1,9.5,1366,55.2,7896.2,95
8849,1,0,308.9,11.4,1596,30.7,5130.97,5
1124,0,1,307.8,11.1,1258,69.0,9089.88,105
792,1,0,307.8,11.0,1373,42.9,6168.17,74
963,1,0,306.6,10.8,1621,31.6,5364.12,95
806,0,1,307.9,10.9,1422,53.0,7892.31,115
2653,1,0,309.5,9.6,1779,26.1,4862.34,169
7350,1,0,310.2,10.5,1469,39.5,6076.42,26
8304,0,1,310.1,11.4,1506,50.7,7995.79,53
